time,exit_time,direction,entry,exit,lot,pnl,result,regime,ai_score,spread,slippage
2025-06-24 20:30,2025-06-25 00:30,SELL,3324.13937,3329.53719,0.02,-10.8,SL,HIGH_VOLATILITY,0.7726,0.5,0.06
2025-06-25 11:05,2025-06-25 12:20,SELL,3327.54172,3327.5429,0.02,-0.0,SL,HIGH_VOLATILITY,0.8361,0.5,0.03
2025-06-25 12:25,2025-06-25 14:15,SELL,3328.18422,3322.60813,0.02,11.15,SL,HIGH_VOLATILITY,0.8397,0.5,0.18
2025-07-01 17:30,2025-07-01 23:00,BUY,3337.52442,3337.52287,0.02,-0.0,SL,HIGH_VOLATILITY,0.8704,0.5,0.14
2025-07-01 23:05,2025-07-02 00:25,BUY,3338.22497,3338.22472,0.02,-0.0,SL,HIGH_VOLATILITY,0.8828,0.5,0.1
2025-07-02 00:35,2025-07-02 01:10,BUY,3336.78874,3336.7887,0.02,-0.0,SL,HIGH_VOLATILITY,0.8658,0.5,0.07
2025-07-02 01:20,2025-07-02 02:05,BUY,3334.419,3328.72293,0.02,-11.39,SL,HIGH_VOLATILITY,0.8959,0.5,0.2
2025-07-02 02:10,2025-07-02 06:15,BUY,3330.19494,3335.50633,0.02,10.62,SL,HIGH_VOLATILITY,0.7976,0.5,0.09
2025-07-02 07:20,2025-07-02 08:55,BUY,3328.98383,3333.51786,0.02,9.07,SL,HIGH_VOLATILITY,0.751,0.5,0.08
2025-07-02 23:55,2025-07-03 00:05,BUY,3349.4018,3344.87723,0.02,-9.05,SL,HIGH_VOLATILITY,0.8711,0.5,0.18
2025-07-03 00:15,2025-07-03 07:55,BUY,3346.93751,3352.75662,0.02,11.64,SL,HIGH_VOLATILITY,0.8867,0.5,0.05
2025-07-03 08:10,2025-07-03 09:35,BUY,3353.33661,3347.49196,0.02,-11.69,SL,HIGH_VOLATILITY,0.8326,0.5,0.06
2025-07-04 00:30,2025-07-04 09:30,BUY,3328.54283,3334.35151,0.02,11.62,SL,HIGH_VOLATILITY,0.7918,0.5,0.18
2025-07-08 11:15,2025-07-08 11:45,SELL,3327.08387,3323.51449,0.02,7.14,SL,HIGH_VOLATILITY,0.8118,0.5,0.01
2025-07-08 12:30,2025-07-08 13:25,SELL,3329.28539,3324.73118,0.02,9.11,SL,HIGH_VOLATILITY,0.7716,0.5,0.06
2025-07-09 00:00,2025-07-09 02:45,SELL,3306.41052,3289.90969,0.02,33.0,TP,HIGH_VOLATILITY,0.8808,0.5,0.15
2025-07-09 10:35,2025-07-09 12:05,SELL,3294.96817,3289.79525,0.02,10.35,SL,HIGH_VOLATILITY,0.8458,0.5,0.18
2025-07-10 22:15,2025-07-11 01:05,BUY,3323.33983,3327.45884,0.02,8.24,SL,HIGH_VOLATILITY,0.8411,0.5,0.08
2025-07-11 20:25,2025-07-14 01:05,BUY,3354.46449,3362.70588,0.02,16.48,SL,HIGH_VOLATILITY,0.8241,0.5,0.05
2025-07-14 01:45,2025-07-14 12:00,BUY,3357.43029,3363.76651,0.02,12.67,SL,HIGH_VOLATILITY,0.8475,0.5,0.03
2025-07-15 01:40,2025-07-15 05:10,BUY,3346.86255,3363.063,0.02,32.4,TP,HIGH_VOLATILITY,0.8418,0.5,0.06
2025-07-15 11:15,2025-07-15 11:45,BUY,3359.32251,3353.9905,0.02,-10.66,SL,RANGING,0.7753,0.5,0.15
2025-07-16 23:45,2025-07-17 00:45,BUY,3345.83797,3341.13464,0.02,-9.41,SL,HIGH_VOLATILITY,0.767,0.5,0.2
2025-07-17 04:40,2025-07-17 07:50,SELL,3342.75785,3325.97964,0.02,33.56,TP,HIGH_VOLATILITY,0.7585,0.5,0.02
2025-07-18 15:30,2025-07-20 22:05,BUY,3352.63229,3347.29259,0.02,-10.68,SL,RANGING,0.8549,0.5,0.03
2025-07-20 22:15,2025-07-20 23:15,BUY,3345.48304,3345.48211,0.04,-0.0,SL,HIGH_VOLATILITY,0.751,0.5,0.0
2025-07-21 02:55,2025-07-21 06:25,BUY,3354.10004,3370.11286,0.02,32.03,TP,HIGH_VOLATILITY,0.7821,0.5,0.0
2025-07-21 10:50,2025-07-21 12:25,BUY,3364.88405,3381.76676,0.02,33.77,TP,HIGH_VOLATILITY,0.7517,0.5,0.0
