time,exit_time,direction,entry,exit,lot,pnl,result,regime,ai_score,spread,slippage
2025-06-24 04:25,2025-06-24 12:30,SELL,3348.96893,3307.10062,0.01,41.87,TP,HIGH_VOLATILITY,0.8291,0.5,0.11
2025-06-25 09:10,2025-06-25 23:50,SELL,3322.25136,3339.7893,0.01,-17.54,SL,HIGH_VOLATILITY,0.8285,0.5,0.06
2025-06-26 12:35,2025-06-27 03:45,SELL,3333.67511,3296.80204,0.01,36.87,TP,HIGH_VOLATILITY,0.8309,0.5,0.19
2025-06-27 12:50,2025-06-30 06:30,SELL,3271.35517,3292.8391,0.01,-21.48,SL,HIGH_VOLATILITY,0.897,0.5,0.18
2025-06-30 09:05,2025-06-30 19:05,SELL,3281.76215,3300.12297,0.01,-18.36,SL,HIGH_VOLATILITY,0.8814,0.5,0.08
2025-07-01 22:20,2025-07-02 01:25,BUY,3341.35997,3334.08855,0.01,-7.27,SL,HIGH_VOLATILITY,0.7541,0.5,0.1
2025-07-02 09:15,2025-07-03 12:35,BUY,3337.60985,3324.23196,0.01,-13.38,SL,HIGH_VOLATILITY,0.8628,0.5,0.18
2025-07-07 07:40,2025-07-07 14:50,SELL,3306.74649,3319.93186,0.01,-13.19,SL,HIGH_VOLATILITY,0.8223,0.5,0.15
2025-07-08 19:10,2025-07-09 19:00,SELL,3304.00181,3315.22469,0.01,-11.22,SL,HIGH_VOLATILITY,0.7588,0.5,0.02
2025-07-11 09:55,2025-07-13 22:45,BUY,3339.45482,3371.11106,0.01,31.66,TP,HIGH_VOLATILITY,0.8391,0.5,0.08
2025-07-14 04:55,2025-07-14 12:50,BUY,3359.79981,3349.97036,0.01,-9.83,SL,HIGH_VOLATILITY,0.8316,0.5,0.08
2025-07-15 03:05,2025-07-15 13:15,BUY,3353.93484,3343.5164,0.01,-10.42,SL,HIGH_VOLATILITY,0.8127,0.5,0.18
2025-07-18 12:00,2025-07-21 13:45,BUY,3358.18898,3391.37152,0.01,33.18,TP,RANGING,0.8577,0.5,0.2
2025-07-21 14:30,2025-07-24 03:05,BUY,3399.7415,3378.10967,0.01,-21.63,SL,RANGING,0.8219,0.5,0.05
2025-07-25 14:15,2025-07-30 15:20,SELL,3336.27935,3291.64124,0.01,44.64,TP,HIGH_VOLATILITY,0.8673,0.5,0.06
2025-07-30 18:30,2025-07-31 08:15,SELL,3296.86425,3310.02531,0.01,-13.16,SL,HIGH_VOLATILITY,0.812,0.5,0.18
2025-07-31 10:55,2025-08-01 12:30,SELL,3296.25904,3317.3641,0.01,-21.11,SL,HIGH_VOLATILITY,0.7925,0.5,0.2
2025-08-04 03:00,2025-08-07 07:25,BUY,3355.99403,3391.70349,0.01,35.71,TP,HIGH_VOLATILITY,0.8293,0.5,0.1
2025-08-07 07:30,2025-08-11 01:10,BUY,3394.54497,3368.49106,0.01,-26.05,SL,RANGING,0.7593,0.5,0.2
2025-08-11 19:20,2025-08-13 09:35,SELL,3352.70488,3363.61427,0.01,-10.91,SL,HIGH_VOLATILITY,0.7844,0.5,0.11
2025-08-14 20:05,2025-08-15 03:45,SELL,3336.74336,3344.41789,0.01,-7.67,SL,HIGH_VOLATILITY,0.8056,0.5,0.06
2025-08-15 08:15,2025-08-18 03:45,SELL,3340.86525,3350.96902,0.01,-10.1,SL,HIGH_VOLATILITY,0.8729,0.5,0.18
2025-08-18 16:00,2025-08-19 03:15,SELL,3333.32993,3341.35426,0.01,-8.02,SL,HIGH_VOLATILITY,0.7991,0.5,0.01
2025-08-19 14:30,2025-08-20 12:50,SELL,3332.77999,3342.51709,0.01,-9.74,SL,HIGH_VOLATILITY,0.7719,0.5,0.1
2025-08-25 03:15,2025-08-25 23:15,BUY,3366.8981,3357.66388,0.01,-9.23,SL,HIGH_VOLATILITY,0.7796,0.5,0.01
2025-08-26 00:10,2025-08-29 14:00,BUY,3369.01166,3431.37811,0.01,62.37,TP,HIGH_VOLATILITY,0.856,0.5,0.17
2025-08-29 14:05,2025-09-02 15:50,BUY,3432.40458,3518.77119,0.01,86.37,TP,RANGING,0.8812,0.5,0.06
2025-09-02 16:50,2025-09-08 15:10,BUY,3528.11022,3645.05072,0.01,116.94,TP,TRENDING,0.7803,0.5,0.12
2025-09-08 18:55,2025-09-09 13:30,BUY,3636.0106,3662.50244,0.01,26.49,TP,HIGH_VOLATILITY,0.7646,0.5,0.06
2025-09-09 13:35,2025-09-09 14:35,BUY,3664.49241,3639.57004,0.01,-24.92,SL,HIGH_VOLATILITY,0.8215,0.5,0.04
2025-09-10 04:05,2025-09-11 05:30,BUY,3640.65904,3625.79875,0.01,-14.86,SL,HIGH_VOLATILITY,0.7564,0.5,0.0
2025-09-11 19:30,2025-09-15 13:35,BUY,3636.03318,3661.80465,0.01,25.77,TP,HIGH_VOLATILITY,0.7768,0.5,0.12
2025-09-15 15:00,2025-09-18 06:05,BUY,3665.07381,3642.606,0.01,-22.47,SL,HIGH_VOLATILITY,0.8552,0.5,0.08
2025-09-18 09:10,2025-09-18 13:40,BUY,3667.41997,3630.56916,0.01,-36.85,SL,HIGH_VOLATILITY,0.7728,0.5,0.1
2025-09-19 17:50,2025-09-22 06:45,BUY,3678.86882,3719.8262,0.01,40.96,TP,RANGING,0.7785,0.5,0.08
2025-09-22 06:55,2025-09-29 04:25,BUY,3714.44241,3799.57487,0.01,85.13,TP,RANGING,0.8772,0.5,0.14
2025-09-29 04:45,2025-10-01 07:50,BUY,3805.87137,3877.35688,0.01,71.49,TP,HIGH_VOLATILITY,0.8505,0.5,0.14
2025-10-01 08:20,2025-10-02 14:35,BUY,3893.1629,3847.92796,0.01,-45.23,SL,RANGING,0.7967,0.5,0.09
2025-10-02 23:00,2025-10-03 01:30,BUY,3858.09798,3847.85238,0.01,-10.25,SL,HIGH_VOLATILITY,0.7935,0.5,0.2
2025-10-03 15:25,2025-10-06 16:05,BUY,3887.61322,3969.96165,0.01,82.35,TP,RANGING,0.8683,0.5,0.02
2025-10-06 23:25,2025-10-07 07:00,BUY,3969.28875,3951.87524,0.01,-17.41,SL,HIGH_VOLATILITY,0.8843,0.5,0.18
2025-10-07 09:15,2025-10-08 05:20,BUY,3960.11729,4034.24308,0.01,74.13,TP,HIGH_VOLATILITY,0.8909,0.5,0.13
2025-10-08 08:20,2025-10-08 22:05,BUY,4039.36544,4016.17478,0.01,-23.19,SL,RANGING,0.8467,0.5,0.04
2025-10-09 04:15,2025-10-09 16:35,BUY,4033.34049,3993.95871,0.01,-39.38,SL,HIGH_VOLATILITY,0.8724,0.5,0.15
2025-10-10 15:15,2025-10-13 23:30,BUY,4007.98788,4121.9771,0.01,113.99,TP,HIGH_VOLATILITY,0.8038,0.5,0.09
2025-10-13 23:35,2025-10-14 06:20,BUY,4129.91506,4100.75404,0.01,-29.16,SL,RANGING,0.7811,0.5,0.01
2025-10-14 08:25,2025-10-16 22:00,BUY,4144.34072,4342.51207,0.01,198.17,TP,HIGH_VOLATILITY,0.8013,0.5,0.17
2025-10-17 02:35,2025-10-17 13:35,BUY,4336.92861,4263.44383,0.01,-73.48,SL,HIGH_VOLATILITY,0.7877,0.5,0.16
2025-10-20 09:50,2025-10-20 12:55,BUY,4262.69354,4325.50143,0.01,62.81,TP,HIGH_VOLATILITY,0.868,0.5,0.05
2025-10-20 14:20,2025-10-21 08:10,BUY,4329.4122,4262.05641,0.01,-67.36,SL,HIGH_VOLATILITY,0.8272,0.5,0.12
2025-10-22 10:40,2025-10-23 06:10,SELL,4054.04063,4128.17645,0.01,-74.14,SL,HIGH_VOLATILITY,0.796,0.5,0.04
2025-10-23 19:20,2025-10-24 08:10,SELL,4129.16526,4059.16243,0.01,70.0,TP,HIGH_VOLATILITY,0.8223,0.5,0.17
2025-10-24 19:50,2025-10-27 11:35,SELL,4104.90686,4016.35762,0.01,88.55,TP,HIGH_VOLATILITY,0.7792,0.5,0.01
2025-10-27 14:00,2025-11-10 05:35,SELL,4010.69468,4062.23243,0.01,-51.54,SL,HIGH_VOLATILITY,0.8731,0.5,0.13
2025-11-10 05:40,2025-11-11 00:40,BUY,4062.94772,4128.83417,0.01,65.89,TP,RANGING,0.8569,0.5,0.17
2025-11-11 01:25,2025-11-11 15:20,BUY,4137.31591,4110.303,0.01,-27.01,SL,RANGING,0.8959,0.5,0.19
2025-11-11 19:55,2025-11-12 05:30,BUY,4123.01529,4100.12926,0.01,-22.89,SL,HIGH_VOLATILITY,0.7537,0.5,0.03
2025-11-12 07:05,2025-11-12 18:25,BUY,4122.00241,4207.80214,0.01,85.8,TP,HIGH_VOLATILITY,0.8782,0.5,0.14
2025-11-13 03:00,2025-11-13 18:30,BUY,4195.62888,4172.78374,0.01,-22.85,SL,HIGH_VOLATILITY,0.7842,0.5,0.19
2025-11-14 02:45,2025-11-14 07:20,BUY,4205.45898,4165.90822,0.01,-39.55,SL,HIGH_VOLATILITY,0.7893,0.5,0.2
2025-11-17 00:20,2025-11-17 20:00,SELL,4085.33791,4009.58906,0.01,75.75,TP,HIGH_VOLATILITY,0.7705,0.5,0.01
2025-11-18 01:40,2025-11-18 13:35,SELL,4032.89793,4058.83349,0.01,-25.94,SL,HIGH_VOLATILITY,0.8951,0.5,0.01
2025-11-21 04:45,2025-11-21 16:50,SELL,4049.69333,4086.67605,0.01,-36.98,SL,HIGH_VOLATILITY,0.7618,0.5,0.07
2025-11-24 04:30,2025-11-24 09:05,SELL,4048.82704,4068.0835,0.01,-19.26,SL,HIGH_VOLATILITY,0.8273,0.5,0.1
2025-11-24 23:50,2025-11-25 08:50,BUY,4140.11096,4118.50534,0.01,-21.61,SL,RANGING,0.8994,0.5,0.1
2025-11-25 13:05,2025-12-01 00:25,BUY,4138.66266,4227.96726,0.01,89.3,TP,HIGH_VOLATILITY,0.7635,0.5,0.16
2025-12-01 01:40,2025-12-02 01:05,BUY,4241.27768,4211.63804,0.01,-29.64,SL,TRENDING,0.8353,0.5,0.07
