time,exit_time,direction,entry,exit,lot,pnl,result,regime,ai_score,spread,slippage
2025-06-23 20:10,2025-06-24 00:30,SELL,3374.04152,3349.86462,0.005,12.09,SL,HIGH_VOLATILITY,0.7936,0.5,0.15
2025-06-24 04:05,2025-06-24 07:30,SELL,3350.92914,3326.96274,0.005,11.98,SL,HIGH_VOLATILITY,0.7797,0.5,0.19
2025-06-25 08:55,2025-06-25 16:00,SELL,3327.22247,3327.22272,0.005,-0.0,SL,HIGH_VOLATILITY,0.8776,0.5,0.05
2025-06-26 11:30,2025-06-26 13:30,SELL,3336.69249,3313.23364,0.005,11.73,TP,HIGH_VOLATILITY,0.8277,0.5,0.15
2025-06-26 14:05,2025-06-27 17:45,SELL,3321.98542,3278.91791,0.005,21.53,SL,HIGH_VOLATILITY,0.7984,0.5,0.06
2025-06-27 18:15,2025-06-29 22:35,SELL,3274.26897,3260.72299,0.005,6.77,SL,HIGH_VOLATILITY,0.766,0.5,0.0
2025-06-29 23:50,2025-06-30 02:05,SELL,3267.69895,3281.86584,0.01,-14.17,SL,HIGH_VOLATILITY,0.758,0.5,0.01
2025-06-30 09:05,2025-06-30 19:10,SELL,3281.76216,3301.21348,0.01,-19.45,SL,HIGH_VOLATILITY,0.7937,0.5,0.08
2025-07-01 05:15,2025-07-01 13:45,BUY,3328.52436,3344.69625,0.005,8.09,SL,RANGING,0.8767,0.5,0.04
2025-07-01 22:20,2025-07-02 01:25,BUY,3341.36093,3333.19364,0.01,-8.17,SL,HIGH_VOLATILITY,0.8273,0.5,0.19
2025-07-02 05:25,2025-07-02 06:50,BUY,3342.85121,3330.62532,0.01,-12.23,SL,HIGH_VOLATILITY,0.8849,0.5,0.12
2025-07-02 09:20,2025-07-02 23:15,BUY,3338.90022,3353.09714,0.005,7.1,SL,HIGH_VOLATILITY,0.8195,0.5,0.02
2025-07-03 05:10,2025-07-03 07:55,BUY,3352.67427,3352.67416,0.005,-0.0,SL,HIGH_VOLATILITY,0.8268,0.5,0.13
2025-07-04 03:50,2025-07-07 00:25,BUY,3338.39356,3322.66961,0.01,-15.72,SL,HIGH_VOLATILITY,0.883,0.5,0.06
