time,exit_time,direction,entry,exit,lot,pnl,result,regime,ai_score,spread,slippage
2025-06-23 20:10,2025-06-24 00:45,SELL,3374.04145,3353.6092,0.01,20.43,SL,HIGH_VOLATILITY,0.8738,0.5,0.15
2025-06-24 04:10,2025-06-24 13:35,SELL,3349.21668,3303.07434,0.01,46.14,TP,HIGH_VOLATILITY,0.8569,0.5,0.03
2025-06-25 08:50,2025-06-25 16:10,SELL,3327.86,3327.86005,0.01,-0.0,SL,HIGH_VOLATILITY,0.8216,0.5,0.0
2025-06-26 12:40,2025-06-26 13:45,SELL,3334.3026,3322.12761,0.01,12.17,SL,HIGH_VOLATILITY,0.8546,0.5,0.14
2025-06-26 19:15,2025-06-27 03:55,SELL,3328.54008,3292.78714,0.01,35.75,TP,HIGH_VOLATILITY,0.79,0.5,0.19
2025-06-27 12:40,2025-06-30 06:35,SELL,3271.09257,3294.46986,0.01,-23.38,SL,HIGH_VOLATILITY,0.8435,0.5,0.14
2025-06-30 11:10,2025-06-30 16:15,SELL,3280.55373,3294.11605,0.01,-13.56,SL,HIGH_VOLATILITY,0.8007,0.5,0.03
2025-07-01 05:00,2025-07-01 10:50,BUY,3324.40678,3349.44999,0.01,25.04,TP,RANGING,0.7572,0.5,0.08
2025-07-01 11:00,2025-07-02 01:25,BUY,3351.71348,3333.86605,0.01,-17.85,SL,RANGING,0.8786,0.5,0.15
2025-07-02 05:25,2025-07-02 06:50,BUY,3342.85031,3330.62413,0.01,-12.23,SL,HIGH_VOLATILITY,0.8993,0.5,0.03
2025-07-02 09:45,2025-07-03 12:30,BUY,3340.69938,3340.69844,0.01,-0.0,SL,HIGH_VOLATILITY,0.8201,0.5,0.14
2025-07-04 06:20,2025-07-04 09:30,BUY,3344.37561,3334.43279,0.01,-9.94,SL,HIGH_VOLATILITY,0.8125,0.5,0.06
2025-07-07 00:05,2025-07-07 16:20,SELL,3324.81767,3324.81901,0.01,-0.0,SL,HIGH_VOLATILITY,0.7989,0.5,0.03
2025-07-08 08:15,2025-07-08 15:05,SELL,3326.19485,3291.84241,0.01,34.35,TP,HIGH_VOLATILITY,0.7805,0.5,0.01
2025-07-08 19:10,2025-07-09 10:30,SELL,3304.00086,3293.332,0.01,10.67,SL,HIGH_VOLATILITY,0.7978,0.5,0.11
2025-07-09 11:25,2025-07-09 13:50,SELL,3287.78807,3300.60631,0.01,-12.82,SL,HIGH_VOLATILITY,0.8763,0.5,0.19
2025-07-11 03:00,2025-07-11 12:45,BUY,3333.52584,3356.19637,0.01,22.67,TP,RANGING,0.855,0.5,0.08
2025-07-11 14:30,2025-07-14 02:00,BUY,3356.79352,3356.79284,0.01,-0.0,SL,HIGH_VOLATILITY,0.7822,0.5,0.15
