time,exit_time,direction,entry,exit,lot,pnl,result,regime,ai_score,spread,slippage
2025-06-24 23:15,2025-06-25 00:20,SELL,3323.85244,3327.34384,0.03,-10.47,SL,HIGH_VOLATILITY,0.8617,0.5,0.16
2025-06-25 11:05,2025-06-25 12:20,SELL,3327.54166,3327.54203,0.02,-0.0,SL,HIGH_VOLATILITY,0.7717,0.5,0.03
2025-06-25 12:25,2025-06-25 14:15,SELL,3328.18481,3322.60984,0.02,11.15,SL,HIGH_VOLATILITY,0.815,0.5,0.12
2025-06-25 15:50,2025-06-25 16:40,SELL,3326.31032,3332.20013,0.02,-11.78,SL,HIGH_VOLATILITY,0.8711,0.5,0.17
2025-07-01 17:20,2025-07-01 23:00,BUY,3337.45166,3337.45113,0.02,-0.0,SL,HIGH_VOLATILITY,0.8616,0.5,0.07
2025-07-01 23:15,2025-07-02 00:25,BUY,3339.03033,3339.02984,0.02,-0.0,SL,HIGH_VOLATILITY,0.803,0.5,0.03
2025-07-02 01:35,2025-07-02 05:35,BUY,3332.26505,3336.86282,0.02,9.2,SL,HIGH_VOLATILITY,0.8258,0.5,0.1
2025-07-02 05:50,2025-07-02 06:45,BUY,3337.71673,3332.00351,0.02,-11.43,SL,HIGH_VOLATILITY,0.8331,0.5,0.17
2025-07-02 12:10,2025-07-02 13:00,BUY,3338.03205,3342.78401,0.02,9.5,SL,HIGH_VOLATILITY,0.8679,0.5,0.0
2025-07-02 23:45,2025-07-03 00:05,BUY,3350.55394,3344.87671,0.02,-11.35,SL,HIGH_VOLATILITY,0.8873,0.5,0.09
2025-07-03 00:25,2025-07-03 06:00,BUY,3346.47927,3362.61368,0.02,32.27,TP,HIGH_VOLATILITY,0.8058,0.5,0.13
2025-07-03 08:05,2025-07-03 09:10,BUY,3352.64605,3352.64449,0.02,-0.0,SL,HIGH_VOLATILITY,0.7596,0.5,0.0
2025-07-04 00:10,2025-07-04 03:00,BUY,3326.4019,3326.40056,0.02,-0.0,SL,HIGH_VOLATILITY,0.8817,0.5,0.09
2025-07-08 12:10,2025-07-08 13:25,SELL,3329.30852,3325.54101,0.02,7.54,SL,HIGH_VOLATILITY,0.8491,0.5,0.05
2025-07-08 23:05,2025-07-09 00:00,SELL,3302.00663,3307.91845,0.02,-11.82,SL,HIGH_VOLATILITY,0.8693,0.5,0.14
